reference,longitude,latitude,10/27/12 0:00,10/27/12 12:00,10/28/12 0:00,10/28/12 12:00,10/29/12 0:00,10/29/12 12:00,10/30/12 0:00,10/30/12 12:00,10/31/12 0:00,10/31/12 12:00,11/1/12 0:00,11/1/12 12:00,11/2/12 0:00,11/2/12 12:00,11/3/12 0:00,11/3/12 12:00,11/4/12 0:00,11/4/12 12:00,11/5/12 0:00,11/5/12 12:00,11/6/12 0:00,11/6/12 12:00,11/7/12 0:00,11/7/12 12:00,11/8/12 0:00,11/8/12 12:00,11/9/12 0:00
asset_70,-73.93761147,40.80889962,6.93E-05,6.93E-05,6.94E-05,6.94E-05,6.97E-05,6.97E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,6.98E-05,7.00E-05,7.00E-05,7.00E-05,7.00E-05,7.00E-05,7.00E-05,7.00E-05,7.00E-05
asset_71,-73.96315431,40.80254204,6.61E-06,6.61E-06,6.63E-06,6.64E-06,6.65E-06,6.65E-06,6.65E-06,6.65E-06,6.65E-06,6.65E-06,6.65E-06,6.65E-06,6.65E-06,6.65E-06,6.65E-06,6.66E-06,6.66E-06,6.91E-06,6.91E-06,6.93E-06,6.94E-06,7.42E-06,7.42E-06,7.45E-06,7.45E-06,7.46E-06,7.46E-06
asset_72,-73.92550015,40.86267562,2.51E-05,2.51E-05,2.51E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,2.53E-05,2.53E-05,2.53E-05,2.53E-05,2.53E-05,2.53E-05
asset_73,-73.99374298,40.72458228,0.000116644,0.000116667,0.000116714,0.000116757,0.000116798,0.00011681,0.000116821,0.000116833,0.000116845,0.000116856,0.000116868,0.00011688,0.000116891,0.000116903,0.000116914,0.000116968,0.00011698,0.000116994,0.000117005,0.000117023,0.000117035,0.000117186,0.000117197,0.000117209,0.000117221,0.000117253,0.000117265
asset_74,-73.94474502,40.77781767,0.000132416,0.000132431,0.000132445,0.000132461,0.000132474,0.000132488,0.000132501,0.000132514,0.000132528,0.000132541,0.000132557,0.00013257,0.000132583,0.0001326,0.000132614,0.000132754,0.000132768,0.000132808,0.000132821,0.000132837,0.00013285,0.00013292,0.000132933,0.000132947,0.000132968,0.000133184,0.000133302
asset_75,-74.01529516,40.70103744,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.63E-05,3.64E-05,3.64E-05,3.64E-05,3.64E-05,3.64E-05,3.64E-05,3.64E-05,3.64E-05,3.64E-05,3.64E-05,3.64E-05,3.65E-05,3.65E-05
asset_76,-73.95401246,40.76496148,2.31E-05,2.31E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.42E-05,2.42E-05,2.42E-05,2.42E-05,2.42E-05,2.42E-05
asset_77,-73.98077923,40.71064887,0.000243609,0.000243638,0.000243667,0.000243714,0.000243742,0.000243771,0.000243799,0.000243828,0.000243856,0.000243885,0.000243913,0.000243942,0.00024397,0.000243998,0.000244027,0.000244092,0.00024412,0.000244149,0.000244177,0.000244206,0.000244234,0.000244265,0.000244293,0.000244332,0.00024436,0.000244422,0.000244451
asset_78,-73.95249772,40.77427843,5.35E-05,5.35E-05,5.36E-05,5.45E-05,5.45E-05,5.45E-05,5.45E-05,5.45E-05,5.45E-05,5.45E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.46E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.47E-05,5.48E-05
asset_79,-73.98301661,40.78731555,1.23E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05,1.25E-05
asset_80,-73.95426415,40.82187616,0.000170827,0.000170836,0.000170843,0.000170853,0.00017086,0.000170872,0.000170879,0.000170892,0.000170899,0.000170906,0.000170913,0.000170924,0.000170932,0.000170939,0.000170946,0.000171001,0.000171009,0.000171016,0.000171024,0.000171089,0.000171096,0.000171128,0.000171135,0.000171142,0.00017115,0.000171159,0.000171166
asset_81,-73.9493992,40.81918399,4.01E-05,4.08E-05,4.08E-05,4.08E-05,4.08E-05,4.08E-05,4.08E-05,4.08E-05,4.08E-05,4.08E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.09E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05,4.11E-05
asset_82,-74.01973482,40.69250779,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.05E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.06E-05,6.07E-05,6.07E-05,6.07E-05,6.07E-05,6.07E-05,6.07E-05,6.07E-05,6.07E-05,6.07E-05
asset_83,-73.94324898,40.79562582,0.000253191,0.000253224,0.000253256,0.000253293,0.000253325,0.000253359,0.000253391,0.000253438,0.000253471,0.000253504,0.000253536,0.000253569,0.000253602,0.000253635,0.000253667,0.0002537,0.000253733,0.000253765,0.000253798,0.000253832,0.000253864,0.000253901,0.000253934,0.000253968,0.000254001,0.000254034,0.000254066
asset_84,-73.93413317,40.82249142,1.89E-05,1.89E-05,1.89E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,1.90E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.91E-05,1.92E-05,1.92E-05
asset_85,-74.00361842,40.73939942,6.31E-06,6.32E-06,6.32E-06,6.32E-06,6.32E-06,6.32E-06,6.32E-06,6.32E-06,6.32E-06,6.32E-06,6.33E-06,6.33E-06,6.33E-06,6.33E-06,6.33E-06,6.33E-06,6.33E-06,6.33E-06,6.33E-06,6.33E-06,6.33E-06,6.34E-06,6.34E-06,6.34E-06,6.34E-06,6.34E-06,6.34E-06
asset_86,-73.94222829,40.7702656,2.98E-05,2.98E-05,2.98E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05,3.01E-05
asset_87,-74.00982534,40.72174559,0.000926111,0.000926184,0.000926256,0.000926329,0.000926418,0.00092649,0.000926561,0.000926633,0.000926705,0.000926776,0.000926848,0.00092692,0.000926992,0.000927063,0.000927135,0.000927259,0.000927343,0.000927436,0.00092752,0.000927613,0.0009277,0.000927792,0.000927879,0.000927972,0.000928056,0.000928148,0.000928238
asset_88,-73.9207058,40.86801296,7.81E-06,7.98E-06,7.98E-06,8.00E-06,8.00E-06,8.00E-06,8.00E-06,8.00E-06,8.00E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.01E-06,8.02E-06,8.02E-06,8.02E-06
asset_89,-73.98934349,40.75705305,0.000265845,0.000265865,0.000265885,0.000265908,0.000265928,0.000265949,0.000265969,0.000265989,0.00026601,0.00026603,0.00026605,0.00026607,0.00026609,0.000266144,0.000266174,0.00026628,0.000266307,0.000266343,0.000266366,0.000266401,0.000266433,0.000266465,0.000266503,0.000266545,0.000266572,0.000267024,0.000267402
asset_90,-73.97038878,40.74950183,0.000269724,0.000269819,0.00026984,0.000269873,0.000269931,0.000269955,0.000269976,0.000269996,0.000270017,0.000270037,0.000270057,0.000270078,0.000270098,0.000270119,0.000270139,0.00027016,0.00027018,0.0002702,0.000270221,0.000270246,0.000270267,0.000270288,0.000270308,0.000270329,0.00027035,0.000270371,0.000270392
asset_91,-73.94788585,40.82037295,4.87E-05,4.87E-05,4.87E-05,4.90E-05,4.90E-05,4.90E-05,4.90E-05,4.91E-05,4.91E-05,4.91E-05,4.91E-05,4.93E-05,4.93E-05,4.93E-05,4.93E-05,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.95E-05,4.96E-05,4.96E-05
asset_92,-73.97236345,40.76271428,0.000537988,0.000538029,0.00053807,0.000538111,0.000538152,0.000538193,0.000538235,0.000538276,0.000538317,0.000538358,0.000538399,0.00053844,0.000538482,0.000538523,0.000538564,0.000538605,0.000538646,0.000538688,0.000538729,0.00053877,0.000538811,0.000538852,0.000538893,0.000538935,0.000538976,0.000539017,0.000539058
asset_93,-73.96533231,40.79475811,0.005168948,0.005169349,0.005169749,0.00517015,0.005170551,0.005170979,0.00517138,0.00517178,0.005172181,0.005172582,0.005172982,0.005173383,0.005173784,0.005174184,0.005174585,0.005174986,0.005175386,0.005175787,0.005176188,0.005176592,0.005176993,0.005177393,0.005177794,0.005178202,0.005178603,0.005179004,0.005179405
asset_94,-74.01033752,40.70246049,3.16E-05,3.16E-05,3.16E-05,3.16E-05,3.17E-05,3.17E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.20E-05,3.20E-05,3.20E-05,3.20E-05,3.23E-05,3.25E-05,3.27E-05,3.29E-05,3.32E-05,3.34E-05,3.36E-05,3.38E-05,3.41E-05,3.43E-05,3.45E-05,3.47E-05,3.50E-05
asset_95,-73.93675065,40.84785342,0.004426906,0.004427251,0.004427596,0.004427941,0.004428538,0.004428909,0.004429254,0.004429599,0.004429943,0.004430288,0.004430633,0.004430978,0.004431323,0.004431668,0.004432013,0.004432358,0.004432703,0.004433048,0.004433393,0.004433738,0.004434082,0.004434436,0.004434781,0.004435126,0.004435471,0.004435816,0.004436161
asset_96,-73.93835037,40.83397602,0.000458446,0.000458482,0.000458539,0.000458739,0.000458788,0.000458826,0.000458862,0.000458898,0.000458934,0.000458969,0.000459005,0.000459041,0.000459076,0.000459112,0.000459148,0.000459186,0.000459246,0.000459291,0.000459327,0.000459397,0.000459433,0.00045967,0.000460282,0.000460329,0.000460725,0.000460886,0.000460923
asset_97,-73.99780138,40.75990602,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.04E-06,3.04E-06,3.04E-06,3.04E-06,3.04E-06,3.04E-06,3.04E-06,3.09E-06,3.14E-06,3.19E-06,3.25E-06,3.25E-06,3.26E-06,3.27E-06,3.27E-06
asset_98,-74.00871415,40.74789389,0.000949081,0.00094919,0.000949272,0.000949368,0.000949454,0.000949541,0.000949621,0.000949702,0.000949782,0.000949863,0.000949943,0.000950023,0.000950104,0.000950184,0.000950276,0.000950386,0.000950483,0.000950573,0.000950673,0.000950781,0.000950892,0.000951043,0.000951147,0.000951267,0.00095163,0.000952002,0.000952113
asset_99,-73.97554514,40.74099875,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.23E-05,4.24E-05,4.24E-05,4.24E-05,6.74E-05,6.74E-05,6.74E-05,6.74E-05,6.74E-05,6.84E-05,6.84E-05,6.84E-05,6.84E-05,6.84E-05,6.84E-05,6.84E-05,6.84E-05,6.85E-05,6.85E-05,6.85E-05,6.85E-05,6.85E-05,6.85E-05
asset_100,-73.94495912,40.81929281,1.85E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.86E-05,1.87E-05,1.87E-05,1.87E-05,1.87E-05,1.87E-05,1.87E-05,1.87E-05,1.87E-05
asset_101,-74.01722728,40.7067063,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.41E-05,2.42E-05,2.42E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.43E-05,2.44E-05,2.44E-05
asset_102,-74.00407625,40.72052963,0.000305843,0.00030663,0.000306641,0.000306651,0.000306662,0.000306672,0.000306682,0.000306692,0.000306703,0.000306713,0.000306723,0.000306734,0.000306744,0.000306754,0.000306764,0.000306775,0.000306785,0.000306796,0.000306806,0.000306816,0.000306826,0.000306836,0.000306847,0.000306857,0.000306867,0.000306878,0.000306888
asset_103,-73.96037924,40.81575506,0.000124479,0.00012449,0.000124501,0.000124517,0.000124528,0.000124544,0.000124555,0.000124565,0.000124583,0.000124594,0.000124605,0.000124615,0.000124627,0.000124642,0.000124653,0.000124666,0.000124677,0.000124803,0.000124814,0.000124832,0.000124843,0.000124855,0.000124866,0.000124877,0.000124888,0.000124927,0.000124938
asset_104,-73.99743096,40.7183887,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05,2.08E-05
asset_105,-73.94056933,40.83963367,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.29E-05,5.30E-05,5.30E-05,5.31E-05,5.31E-05,5.31E-05,5.31E-05,5.32E-05,5.36E-05,5.36E-05,5.36E-05,5.36E-05,5.37E-05,5.37E-05
asset_106,-73.95208444,40.81469005,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.37E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.39E-05,2.40E-05,2.40E-05,2.40E-05
asset_107,-73.97524741,40.72160461,0.000671942,0.000672077,0.000673185,0.000673321,0.000674437,0.000681512,0.000681572,0.000681632,0.000681692,0.000681752,0.000681812,0.000681872,0.000681932,0.000681992,0.000682052,0.000682763,0.000682978,0.000683177,0.000683622,0.000683857,0.000684151,0.000684419,0.000684609,0.000684781,0.00068519,0.000685388,0.000685558
asset_108,-73.9272121,40.87023615,0.000287588,0.000287681,0.000287975,0.000321409,0.00032144,0.000351717,0.000351756,0.000405742,0.000405779,0.000406269,0.000406305,0.000516173,0.000516218,0.000516794,0.00051684,0.000517043,0.000517089,0.000517145,0.00051719,0.000517257,0.000517303,0.00051735,0.000517396,0.000517552,0.000517598,0.000517675,0.000517721
asset_109,-73.95075205,40.82615757,4.38E-05,4.41E-05,4.43E-05,4.43E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.54E-05,4.55E-05,4.55E-05,4.57E-05,4.57E-05,4.59E-05,4.59E-05,4.59E-05,4.59E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05,4.60E-05
asset_110,-73.92036564,40.86089706,0.000603269,0.000603318,0.000603367,0.000603438,0.000603487,0.000603536,0.000603585,0.000603633,0.000603682,0.000603731,0.000603779,0.000603828,0.000603877,0.000603926,0.000603974,0.000604023,0.000604072,0.000604121,0.000604169,0.000604218,0.000604267,0.000604316,0.000604364,0.000604413,0.000607924,0.000608322,0.000608371
asset_111,-73.98318117,40.78115925,4.65E-05,4.66E-05,4.66E-05,4.66E-05,4.66E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.67E-05,4.68E-05,4.68E-05,4.68E-05,4.69E-05,4.69E-05,4.69E-05,4.70E-05,4.70E-05,4.70E-05,4.71E-05,4.71E-05,4.71E-05
asset_112,-73.96602889,40.81172665,0.000291709,0.000291736,0.00029176,0.000291786,0.00029181,0.000291834,0.000291858,0.000291882,0.000291905,0.000291929,0.000291953,0.000291977,0.000292001,0.000292025,0.000292048,0.000292072,0.000292141,0.000292165,0.000292188,0.000292214,0.000292238,0.000292264,0.000292288,0.000292312,0.000292352,0.000292376,0.0002924
asset_113,-74.01617077,40.70212494,0.000166297,0.000166413,0.00016653,0.000166647,0.000166763,0.000166883,0.000166999,0.000167116,0.000167232,0.000167348,0.000167465,0.000167608,0.000167724,0.000167841,0.000167957,0.000168074,0.000168191,0.000168308,0.000168424,0.000168557,0.000168674,0.000168791,0.000168907,0.000169024,0.000169142,0.000169259,0.000169375
asset_114,-73.91176704,40.87088155,0.000134935,0.000134946,0.000141266,0.000141282,0.000141294,0.000141504,0.000141516,0.000141535,0.000141546,0.00014157,0.000141582,0.000142153,0.000142164,0.000142176,0.00014236,0.000143147,0.000143244,0.000143255,0.000143267,0.000143278,0.00014329,0.000143302,0.000143313,0.000143325,0.000143337,0.000143348,0.00014336
asset_115,-73.96933026,40.76218331,0.000119738,0.00011975,0.000119759,0.000119815,0.000119825,0.000119843,0.000119853,0.000119863,0.000119872,0.000119882,0.000119892,0.00011991,0.00011992,0.000119929,0.000119939,0.000119949,0.000119959,0.000119969,0.000119978,0.000120138,0.000120148,0.000120157,0.000120167,0.000120178,0.000120253,0.000120262,0.000120272
asset_116,-74.04619331,40.69053129,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05,1.36E-05
asset_117,-73.9750985,40.74264329,6.16E-06,6.16E-06,6.16E-06,6.17E-06,6.17E-06,6.71E-06,7.06E-06,7.06E-06,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.70E-05,1.71E-05,1.71E-05,1.71E-05,1.71E-05,1.71E-05,1.71E-05
asset_118,-73.97853057,40.72332016,8.39E-05,8.39E-05,8.39E-05,8.39E-05,8.39E-05,8.39E-05,8.39E-05,8.39E-05,8.39E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.40E-05,8.41E-05,8.41E-05,8.41E-05,8.41E-05,8.41E-05
asset_119,-73.98742917,40.77115916,0.000451213,0.000451251,0.00045129,0.000451329,0.000451367,0.000451406,0.000451445,0.000451483,0.000451522,0.000451561,0.000451599,0.000451638,0.000451677,0.000451715,0.000451754,0.000451793,0.000452433,0.000452472,0.000452511,0.000452549,0.000452588,0.000452627,0.000452666,0.000452723,0.000452761,0.0004528,0.000452839
asset_120,-73.97673031,40.75086013,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.83E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05,5.84E-05
asset_121,-74.00242388,40.75018734,0.000150223,0.000150293,0.000150306,0.000150334,0.000150347,0.00015036,0.000150373,0.000150386,0.000150399,0.000150412,0.000150425,0.000150437,0.00015045,0.000150463,0.000151107,0.000151349,0.000151517,0.000151682,0.000151819,0.000151938,0.000151951,0.000151964,0.001424742,0.001429816,0.001431381,0.001431504,0.001431627
asset_122,-73.93850894,40.79802314,6.63E-05,6.63E-05,6.65E-05,6.65E-05,6.67E-05,6.67E-05,6.67E-05,6.67E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.68E-05,6.69E-05,6.69E-05,6.69E-05,6.69E-05,6.69E-05,6.69E-05,6.70E-05,6.70E-05,6.70E-05,6.70E-05,6.70E-05,6.70E-05,6.71E-05
asset_123,-73.99410579,40.73788857,0.00094547,0.000945583,0.000945669,0.000945754,0.000945841,0.000945926,0.000946011,0.000946096,0.000946182,0.000946267,0.000946352,0.000946437,0.000946523,0.000946608,0.000946693,0.000946783,0.000946868,0.000946953,0.000947039,0.000947124,0.00094721,0.000947295,0.000947381,0.000947466,0.000947552,0.000947637,0.000947722
asset_124,-74.00383329,40.72102258,8.99E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,8.99E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.00E-05,9.01E-05,9.01E-05,9.01E-05,9.02E-05,9.02E-05,9.02E-05,9.03E-05,9.03E-05,9.03E-05,9.04E-05,9.04E-05,9.05E-05,9.05E-05
asset_125,-73.93699752,40.8268614,9.04E-06,9.04E-06,9.04E-06,9.04E-06,9.04E-06,9.04E-06,9.04E-06,9.04E-06,9.04E-06,9.04E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.05E-06,9.06E-06,9.06E-06,9.06E-06,9.06E-06,9.06E-06
asset_126,-74.01051055,40.70282402,0.000748485,0.000748555,0.000748625,0.000748695,0.000748764,0.000748834,0.000748904,0.000748974,0.000749043,0.000749113,0.000749183,0.000749252,0.000749322,0.000749392,0.000749462,0.000749531,0.000749694,0.000749764,0.000749833,0.000749903,0.000749973,0.000750043,0.000750112,0.000750231,0.000750301,0.000750371,0.00075044
asset_127,-74.00567246,40.73472919,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05,3.09E-05
asset_128,-73.9937373,40.73683918,5.64E-05,5.64E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.65E-05,5.66E-05,5.66E-05,5.66E-05,5.66E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05,5.67E-05
asset_129,-74.01679067,40.71001105,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.62E-05,1.63E-05,1.63E-05,1.63E-05,1.63E-05,1.76E-05,1.76E-05,1.77E-05,1.77E-05,1.83E-05,1.93E-05,2.01E-05,2.10E-05,2.15E-05,2.28E-05,2.36E-05,2.47E-05,2.56E-05
asset_130,-73.99598365,40.73710614,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.34E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06,5.35E-06
asset_131,-73.9202062,40.86494192,0.000579599,0.000579628,0.000579656,0.000579682,0.000579725,0.000579748,0.000579771,0.000579794,0.000579816,0.000579839,0.000579862,0.000579885,0.000579908,0.000579931,0.000579954,0.000579977,0.00058,0.000580071,0.000591731,0.000592003,0.000592085,0.000592263,0.000592319,0.000592408,0.000592449,0.000592568,0.000592635
asset_132,-73.94071231,40.82329919,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.96E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.97E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.98E-05,5.99E-05,5.99E-05,5.99E-05,5.99E-05
asset_133,-73.97588593,40.76090236,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.07E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05,3.08E-05
asset_134,-73.96636811,40.76343182,0.000440003,0.000440052,0.000440099,0.000440272,0.00044032,0.000440367,0.000440414,0.000440462,0.000440509,0.000440556,0.000440604,0.000440651,0.000440698,0.000440746,0.000440793,0.000440841,0.000474018,0.000482249,0.000482311,0.000482831,0.000483059,0.000483844,0.000483998,0.000489765,0.000490088,0.000490189,0.000490492
asset_135,-73.96108637,40.76065495,5.19E-05,5.19E-05,5.19E-05,5.19E-05,5.19E-05,5.19E-05,5.19E-05,5.19E-05,5.19E-05,5.19E-05,5.19E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.20E-05,5.21E-05
asset_136,-73.93542651,40.85113266,0.000214236,0.000214285,0.000214335,0.000214384,0.000214433,0.000214482,0.000214532,0.000214581,0.00021463,0.00021468,0.000214729,0.000214778,0.000214828,0.000214877,0.000214926,0.000214976,0.000215025,0.000215074,0.000215124,0.000215173,0.000215222,0.000215271,0.000215321,0.00021537,0.000215419,0.000215469,0.000215518
asset_137,-73.98796931,40.7470957,0.001109929,0.001110126,0.001110265,0.001110406,0.001110796,0.001111046,0.00111117,0.001111293,0.001111417,0.00111154,0.001111664,0.001111787,0.001111911,0.001112034,0.001140849,0.001140975,0.001141296,0.001141757,0.001142806,0.001142935,0.001143325,0.001143712,0.001144106,0.001144493,0.001144889,0.001145829,0.00114677
asset_138,-73.94781197,40.78461266,0.000239736,0.000239763,0.000239791,0.000239818,0.000239845,0.000239872,0.000239899,0.000239928,0.000239955,0.000239982,0.00024001,0.000240037,0.000240064,0.000240091,0.000240148,0.000240209,0.000240241,0.000240277,0.000240308,0.000240336,0.000240366,0.000240397,0.000240425,0.000240452,0.000240479,0.000240506,0.000240533
asset_139,-73.97632746,40.74242779,2.49E-05,2.49E-05,2.49E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.50E-05,2.51E-05
